Date,Gold 999.9,Gold 995.0,Silver
2019-07-07,Rs. 55300.00,Rs. 0.00,Rs. 617.00
2019-07-05,Rs. 55730.00,Rs. 0.00,Rs. 626.00
2019-07-04,Rs. 55730.00,Rs. 0.00,Rs. 626.00
2019-07-03,Rs. 55730.00,Rs. 0.00,Rs. 630.00
2019-07-02,Rs. 55300.00,Rs. 0.00,Rs. 626.00
2019-07-01,Rs. 55300.00,Rs. 0.00,Rs. 626.00
2019-06-30,Rs. 55730.00,Rs. 0.00,Rs. 626.00
2019-06-28,Rs. 55730.00,Rs. 0.00,Rs. 626.00
2019-06-27,Rs. 55730.00,Rs. 0.00,Rs. 630.00
2019-06-26,Rs. 55730.00,Rs. 0.00,Rs. 630.00
2019-06-25,Rs. 56155.00,Rs. 0.00,Rs. 634.00
2019-06-24,Rs. 55730.00,Rs. 0.00,Rs. 634.00
2019-06-23,Rs. 55730.00,Rs. 0.00,Rs. 634.00
2019-06-21,Rs. 55730.00,Rs. 0.00,Rs. 634.00
2019-06-20,Rs. 54870.00,Rs. 0.00,Rs. 626.00
2019-06-19,Rs. 54015.00,Rs. 0.00,Rs. 617.00
2019-06-18,Rs. 54015.00,Rs. 0.00,Rs. 617.00
2019-06-17,Rs. 54100.00,Rs. 0.00,Rs. 617.00
2019-06-16,Rs. 54015.00,Rs. 0.00,Rs. 617.00
2019-06-14,Rs. 54015.00,Rs. 0.00,Rs. 617.00
2019-06-13,Rs. 53500.00,Rs. 0.00,Rs. 613.00
2019-06-12,Rs. 53415.00,Rs. 0.00,Rs. 613.00
2019-06-11,Rs. 53415.00,Rs. 0.00,Rs. 613.00
2019-06-10,Rs. 53415.00,Rs. 0.00,Rs. 613.00
2019-06-09,Rs. 53670.00,Rs. 0.00,Rs. 622.00
2019-06-07,Rs. 53415.00,Rs. 0.00,Rs. 613.00
2019-06-06,Rs. 53415.00,Rs. 0.00,Rs. 613.00
2019-06-05,Rs. 53155.00,Rs. 0.00,Rs. 613.00
2019-06-04,Rs. 52900.00,Rs. 0.00,Rs. 609.00
2019-06-03,Rs. 52725.00,Rs. 0.00,Rs. 609.00
2019-06-02,Rs. 52725.00,Rs. 0.00,Rs. 609.00
2019-05-31,Rs. 52300.00,Rs. 0.00,Rs. 604.00
2019-05-30,Rs. 51010.00,Rs. 0.00,Rs. 600.00
2019-05-29,Rs. 51010.00,Rs. 0.00,Rs. 600.00
2019-05-28,Rs. 51100.00,Rs. 0.00,Rs. 609.00
2019-05-27,Rs. 51100.00,Rs. 0.00,Rs. 609.00
2019-05-26,Rs. 51185.00,Rs. 0.00,Rs. 609.00
2019-05-24,Rs. 51185.00,Rs. 0.00,Rs. 609.00
2019-05-23,Rs. 50755.00,Rs. 0.00,Rs. 600.00
2019-05-22,Rs. 50925.00,Rs. 0.00,Rs. 604.00
2019-05-21,Rs. 51010.00,Rs. 0.00,Rs. 604.00
2019-05-20,Rs. 51010.00,Rs. 0.00,Rs. 604.00
2019-05-19,Rs. 51440.00,Rs. 0.00,Rs. 609.00
2019-05-17,Rs. 51610.00,Rs. 0.00,Rs. 613.00
2019-05-16,Rs. 52040.00,Rs. 0.00,Rs. 621.50
2019-05-15,Rs. 51955.00,Rs. 0.00,Rs. 622.00
2019-05-14,Rs. 52300.00,Rs. 0.00,Rs. 622.00
2019-05-13,Rs. 51440.00,Rs. 0.00,Rs. 617.00
2019-05-12,Rs. 51440.00,Rs. 0.00,Rs. 617.50
2019-05-10,Rs. 51440.00,Rs. 0.00,Rs. 617.00
2019-05-09,Rs. 51185.00,Rs. 0.00,Rs. 617.00
2019-05-08,Rs. 51185.00,Rs. 0.00,Rs. 622.00
2019-05-07,Rs. 51010.00,Rs. 0.00,Rs. 617.00
2019-05-06,Rs. 51010.00,Rs. 0.00,Rs. 617.00
2019-05-05,Rs. 50670.00,Rs. 0.00,Rs. 617.50
2019-05-03,Rs. 50585.00,Rs. 0.00,Rs. 609.00
2019-05-02,Rs. 50840.00,Rs. 0.00,Rs. 613.00
2019-05-01,Rs. 51100.00,Rs. 0.00,Rs. 622.00
2019-04-30,Rs. 51185.00,Rs. 0.00,Rs. 622.00
2019-04-29,Rs. 51355.00,Rs. 0.00,Rs. 626.00
2019-04-27,Rs. 51270.00,Rs. 0.00,Rs. 626.00
2019-04-26,Rs. 51270.00,Rs. 0.00,Rs. 626.00
2019-04-25,Rs. 51100.00,Rs. 0.00,Rs. 622.00
2019-04-24,Rs. 50755.00,Rs. 0.00,Rs. 617.00
2019-04-23,Rs. 50840.00,Rs. 0.00,Rs. 626.00
2019-04-22,Rs. 51100.00,Rs. 0.00,Rs. 626.00
2019-04-21,Rs. 50670.00,Rs. 0.00,Rs. 622.00
2019-04-19,Rs. 50670.00,Rs. 0.00,Rs. 622.00
2019-04-18,Rs. 50670.00,Rs. 0.00,Rs. 622.00
2019-04-17,Rs. 50840.00,Rs. 0.00,Rs. 622.00
2019-04-16,Rs. 51100.00,Rs. 0.00,Rs. 617.00
2019-04-15,Rs. 51100.00,Rs. 0.00,Rs. 617.00
2019-04-12,Rs. 51100.00,Rs. 0.00,Rs. 617.00
2019-04-11,Rs. 51610.00,Rs. 0.00,Rs. 626.00
2019-04-10,Rs. 51525.00,Rs. 0.00,Rs. 626.00
2019-04-09,Rs. 51700.00,Rs. 0.00,Rs. 634.00
2019-04-08,Rs. 51440.00,Rs. 0.00,Rs. 626.00
2019-04-07,Rs. 51270.00,Rs. 0.00,Rs. 622.00
2019-04-05,Rs. 51010.00,Rs. 0.00,Rs. 622.00
2019-04-04,Rs. 50925.00,Rs. 0.00,Rs. 622.00
2019-04-03,Rs. 51010.00,Rs. 0.00,Rs. 622.00
2019-04-02,Rs. 51010.00,Rs. 0.00,Rs. 622.00
2019-04-01,Rs. 51185.00,Rs. 0.00,Rs. 626.00
2019-03-31,Rs. 51185.00,Rs. 0.00,Rs. 626.00
2019-03-29,Rs. 51185.00,Rs. 0.00,Rs. 626.00
2019-03-28,Rs. 51695.00,Rs. 0.00,Rs. 630.00
2019-03-27,Rs. 51785.00,Rs. 0.00,Rs. 634.00
2019-03-26,Rs. 51870.00,Rs. 0.00,Rs. 634.00
2019-03-25,Rs. 51955.00,Rs. 0.00,Rs. 634.00
2019-03-24,Rs. 51785.00,Rs. 0.00,Rs. 634.00
2019-03-22,Rs. 51440.00,Rs. 0.00,Rs. 634.00
2019-03-21,Rs. 51610.00,Rs. 0.00,Rs. 634.00
2019-03-19,Rs. 51185.00,Rs. 0.00,Rs. 626.00
2019-03-18,Rs. 51270.00,Rs. 0.00,Rs. 626.00
2019-03-17,Rs. 51440.00,Rs. 0.00,Rs. 630.00
2019-03-15,Rs. 51440.00,Rs. 0.00,Rs. 630.00
2019-03-14,Rs. 51870.00,Rs. 0.00,Rs. 639.00
2019-03-13,Rs. 51955.00,Rs. 0.00,Rs. 639.00
2019-03-12,Rs. 51700.00,Rs. 0.00,Rs. 639.00
2019-03-11,Rs. 51870.00,Rs. 0.00,Rs. 639.00
2019-03-10,Rs. 51870.00,Rs. 0.00,Rs. 639.00
2019-03-08,Rs. 51610.00,Rs. 0.00,Rs. 630.00
2019-03-07,Rs. 51610.00,Rs. 0.00,Rs. 630.00
2019-03-06,Rs. 52040.00,Rs. 0.00,Rs. 634.00
2019-03-05,Rs. 52300.00,Rs. 0.00,Rs. 643.00
2019-03-03,Rs. 52725.00,Rs. 0.00,Rs. 652.00
2019-03-01,Rs. 53155.00,Rs. 0.00,Rs. 660.00
2019-02-28,Rs. 53500.00,Rs. 0.00,Rs. 664.00
2019-02-27,Rs. 53670.00,Rs. 0.00,Rs. 664.00
2019-02-26,Rs. 53840.00,Rs. 0.00,Rs. 669.00
2019-02-25,Rs. 53755.00,Rs. 0.00,Rs. 669.00
2019-02-24,Rs. 53670.00,Rs. 0.00,Rs. 664.00
2019-02-22,Rs. 53670.00,Rs. 0.00,Rs. 664.50
2019-02-21,Rs. 54100.00,Rs. 0.00,Rs. 673.00
2019-02-20,Rs. 54270.00,Rs. 0.00,Rs. 673.00
2019-02-19,Rs. 53755.00,Rs. 0.00,Rs. 669.00
2019-02-18,Rs. 53755.00,Rs. 0.00,Rs. 669.00
2019-02-17,Rs. 53585.00,Rs. 0.00,Rs. 664.00
2019-02-15,Rs. 53240.00,Rs. 0.00,Rs. 656.00
2019-02-14,Rs. 52900.00,Rs. 0.00,Rs. 656.00
2019-02-13,Rs. 52815.00,Rs. 0.00,Rs. 656.00
2019-02-12,Rs. 52985.00,Rs. 0.00,Rs. 660.00
2019-02-11,Rs. 53155.00,Rs. 0.00,Rs. 664.00
2019-02-10,Rs. 53240.00,Rs. 0.00,Rs. 664.00
2019-02-08,Rs. 53240.00,Rs. 0.00,Rs. 664.00
2019-02-07,Rs. 53155.00,Rs. 0.00,Rs. 664.00
2019-02-06,Rs. 53500.00,Rs. 0.00,Rs. 669.00
2019-02-05,Rs. 53670.00,Rs. 0.00,Rs. 673.00
2019-02-03,Rs. 53415.00,Rs. 0.00,Rs. 669.00
2019-02-01,Rs. 53415.00,Rs. 0.00,Rs. 669.00
2019-01-31,Rs. 53325.00,Rs. 0.00,Rs. 669.00
2019-01-30,Rs. 53325.00,Rs. 0.00,Rs. 669.00
2019-01-29,Rs. 52725.00,Rs. 0.00,Rs. 660.00
2019-01-28,Rs. 52640.00,Rs. 0.00,Rs. 660.00
2019-01-27,Rs. 52470.00,Rs. 0.00,Rs. 656.00
2019-01-25,Rs. 51955.00,Rs. 0.00,Rs. 647.00
2019-01-23,Rs. 52210.00,Rs. 0.00,Rs. 547.00
2019-01-22,Rs. 52040.00,Rs. 0.00,Rs. 643.00
2019-01-21,Rs. 52210.00,Rs. 0.00,Rs. 647.00
2019-01-20,Rs. 52125.00,Rs. 0.00,Rs. 647.00
2019-01-18,Rs. 52300.00,Rs. 0.00,Rs. 656.00
2019-01-17,Rs. 52300.00,Rs. 0.00,Rs. 656.00
2019-01-16,Rs. 52300.00,Rs. 0.00,Rs. 656.00
2019-01-15,Rs. 52300.00,Rs. 0.00,Rs. 656.00
2019-01-14,Rs. 51955.00,Rs. 0.00,Rs. 652.00
2019-01-13,Rs. 51870.00,Rs. 0.00,Rs. 652.00
2019-01-11,Rs. 52040.00,Rs. 0.00,Rs. 656.00
2019-01-10,Rs. 52040.00,Rs. 0.00,Rs. 656.00
2019-01-09,Rs. 51525.00,Rs. 0.00,Rs. 652.00
2019-01-08,Rs. 51355.00,Rs. 0.00,Rs. 647.00
2019-01-07,Rs. 51270.00,Rs. 0.00,Rs. 652.00
2019-01-06,Rs. 51270.00,Rs. 0.00,Rs. 647.00
2019-01-04,Rs. 51700.00,Rs. 0.00,Rs. 656.00
2019-01-03,Rs. 51785.00,Rs. 0.00,Rs. 652.00
2019-01-02,Rs. 51100.00,Rs. 0.00,Rs. 639.00
2019-01-01,Rs. 51185.00,Rs. 0.00,Rs. 639.00
2018-12-31,Rs. 51185.00,Rs. 0.00,Rs. 639.00
2018-12-30,Rs. 51185.00,Rs. 0.00,Rs. 639.00
2018-12-28,Rs. 51185.00,Rs. 0.00,Rs. 639.00
2018-12-27,Rs. 51010.00,Rs. 0.00,Rs. 630.00
2018-12-26,Rs. 50925.00,Rs. 0.00,Rs. 622.00
2018-12-25,Rs. 50925.00,Rs. 0.00,Rs. 617.00
2018-12-24,Rs. 50755.00,Rs. 0.00,Rs. 617.00
2018-12-23,Rs. 50410.00,Rs. 0.00,Rs. 617.00
2018-12-21,Rs. 50410.00,Rs. 0.00,Rs. 617.00
2018-12-20,Rs. 50410.00,Rs. 0.00,Rs. 617.00
2018-12-19,Rs. 50410.00,Rs. 0.00,Rs. 622.00
2018-12-18,Rs. 50925.00,Rs. 0.00,Rs. 626.00
2018-12-17,Rs. 50840.00,Rs. 0.00,Rs. 622.00
2018-12-16,Rs. 51010.00,Rs. 0.00,Rs. 626.00
2018-12-14,Rs. 51010.00,Rs. 0.00,Rs. 630.00
2018-12-13,Rs. 51010.00,Rs. 0.00,Rs. 630.00
2018-12-12,Rs. 51270.00,Rs. 0.00,Rs. 626.00
2018-12-11,Rs. 51440.00,Rs. 0.00,Rs. 626.00
2018-12-10,Rs. 50925.00,Rs. 0.00,Rs. 621.00
2018-12-09,Rs. 50585.00,Rs. 0.00,Rs. 617.00
2018-12-07,Rs. 50155.00,Rs. 0.00,Rs. 613.00
2018-12-06,Rs. 50325.00,Rs. 0.00,Rs. 613.00
2018-12-05,Rs. 50070.00,Rs. 0.00,Rs. 613.00
2018-12-04,Rs. 49985.00,Rs. 0.00,Rs. 609.00
2018-12-03,Rs. 49210.00,Rs. 0.00,Rs. 600.00
2018-12-02,Rs. 49040.00,Rs. 0.00,Rs. 600.00
2018-11-30,Rs. 49040.00,Rs. 0.00,Rs. 600.00
2018-11-29,Rs. 49295.00,Rs. 0.00,Rs. 604.00
2018-11-28,Rs. 49385.00,Rs. 0.00,Rs. 600.00
2018-11-27,Rs. 49725.00,Rs. 0.00,Rs. 604.00
2018-11-26,Rs. 49470.00,Rs. 0.00,Rs. 604.00
2018-11-25,Rs. 49725.00,Rs. 0.00,Rs. 609.00
2018-11-23,Rs. 49810.00,Rs. 0.00,Rs. 613.00
2018-11-22,Rs. 50070.00,Rs. 0.00,Rs. 617.00
2018-11-21,Rs. 49985.00,Rs. 0.00,Rs. 613.00
2018-11-20,Rs. 49985.00,Rs. 0.00,Rs. 613.00
2018-11-19,Rs. 50325.00,Rs. 0.00,Rs. 622.00
2018-11-18,Rs. 50325.00,Rs. 0.00,Rs. 622.00
2018-11-16,Rs. 50070.00,Rs. 0.00,Rs. 613.00
2018-11-15,Rs. 50070.00,Rs. 0.00,Rs. 613.00
2018-11-14,Rs. 49900.00,Rs. 0.00,Rs. 613.00
2018-11-13,Rs. 50155.00,Rs. 0.00,Rs. 617.00
2018-11-12,Rs. 50500.00,Rs. 0.00,Rs. 622.00
2018-11-11,Rs. 50585.00,Rs. 0.00,Rs. 626.00
2018-11-06,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-11-05,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-11-04,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-11-02,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-11-01,Rs. 51355.00,Rs. 0.00,Rs. 630.00
2018-10-31,Rs. 51440.00,Rs. 0.00,Rs. 634.00
2018-10-30,Rs. 51610.00,Rs. 0.00,Rs. 634.00
2018-10-29,Rs. 51700.00,Rs. 0.00,Rs. 639.00
2018-10-28,Rs. 51610.00,Rs. 0.00,Rs. 639.00
2018-10-26,Rs. 51610.00,Rs. 0.00,Rs. 639.00
2018-10-25,Rs. 51785.00,Rs. 0.00,Rs. 643.00
2018-10-25,Rs. 51785.00,Rs. 0.00,Rs. 643.00
2018-10-24,Rs. 51525.00,Rs. 0.00,Rs. 643.00
2018-10-23,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-10-22,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-10-15,Rs. 51440.00,Rs. 0.00,Rs. 643.00
2018-10-14,Rs. 51270.00,Rs. 0.00,Rs. 639.00
2018-10-12,Rs. 51440.00,Rs. 0.00,Rs. 639.00
2018-10-11,Rs. 50840.00,Rs. 0.00,Rs. 634.00
2018-10-10,Rs. 50585.00,Rs. 0.00,Rs. 634.00
2018-10-09,Rs. 50500.00,Rs. 0.00,Rs. 634.00
2018-10-08,Rs. 50585.00,Rs. 0.00,Rs. 634.00
2018-10-07,Rs. 50755.00,Rs. 0.00,Rs. 643.00
2018-10-05,Rs. 50500.00,Rs. 0.00,Rs. 639.00
2018-10-04,Rs. 50500.00,Rs. 0.00,Rs. 639.00
2018-10-03,Rs. 50585.00,Rs. 0.00,Rs. 643.00
2018-10-02,Rs. 49810.00,Rs. 0.00,Rs. 630.00
2018-10-01,Rs. 49555.00,Rs. 0.00,Rs. 630.00
2018-09-30,Rs. 49555.00,Rs. 0.00,Rs. 630.00
2018-09-28,Rs. 49470.00,Rs. 0.00,Rs. 621.00
2018-09-27,Rs. 49810.00,Rs. 0.00,Rs. 626.00
2018-09-26,Rs. 50070.00,Rs. 0.00,Rs. 626.00
2018-09-25,Rs. 50070.00,Rs. 0.00,Rs. 621.00
2018-09-24,Rs. 49810.00,Rs. 0.00,Rs. 617.00
2018-09-23,Rs. 49810.00,Rs. 0.00,Rs. 617.00
2018-09-21,Rs. 49810.00,Rs. 0.00,Rs. 617.00
2018-09-20,Rs. 50070.00,Rs. 0.00,Rs. 621.00
2018-09-19,Rs. 50070.00,Rs. 0.00,Rs. 617.00
2018-09-18,Rs. 49725.00,Rs. 0.00,Rs. 613.00
2018-09-17,Rs. 49725.00,Rs. 0.00,Rs. 613.00
2018-09-16,Rs. 49385.00,Rs. 0.00,Rs. 609.00
2018-09-14,Rs. 49725.00,Rs. 0.00,Rs. 613.00
2018-09-13,Rs. 49900.00,Rs. 0.00,Rs. 617.00
2018-09-12,Rs. 49900.00,Rs. 0.00,Rs. 613.00
2018-09-11,Rs. 49640.00,Rs. 0.00,Rs. 613.00
2018-09-10,Rs. 49555.00,Rs. 0.00,Rs. 609.00
2018-09-09,Rs. 49555.00,Rs. 0.00,Rs. 609.00
2018-09-07,Rs. 49555.00,Rs. 0.00,Rs. 609.00
2018-09-06,Rs. 49385.00,Rs. 0.00,Rs. 613.00
2018-09-05,Rs. 49040.00,Rs. 0.00,Rs. 609.00
2018-09-04,Rs. 49040.00,Rs. 0.00,Rs. 617.00
2018-09-03,Rs. 48870.00,Rs. 0.00,Rs. 617.00
2018-09-02,Rs. 49125.00,Rs. 0.00,Rs. 622.00
2018-08-31,Rs. 49125.00,Rs. 0.00,Rs. 622.00
2018-08-30,Rs. 48870.00,Rs. 0.00,Rs. 622.00
2018-08-29,Rs. 48695.00,Rs. 0.00,Rs. 621.00
2018-08-28,Rs. 48695.00,Rs. 0.00,Rs. 622.00
2018-08-27,Rs. 48525.00,Rs. 0.00,Rs. 617.00
2018-08-26,Rs. 48525.00,Rs. 0.00,Rs. 617.00
2018-08-24,Rs. 48010.00,Rs. 0.00,Rs. 613.00
2018-08-23,Rs. 48010.00,Rs. 0.00,Rs. 613.00
2018-08-22,Rs. 48095.00,Rs. 0.00,Rs. 617.00
2018-08-21,Rs. 47840.00,Rs. 0.00,Rs. 617.00
2018-08-20,Rs. 47840.00,Rs. 0.00,Rs. 622.00
2018-08-19,Rs. 47840.00,Rs. 0.00,Rs. 622.00
2018-08-17,Rs. 47670.00,Rs. 0.00,Rs. 617.50
2018-08-16,Rs. 47670.00,Rs. 0.00,Rs. 613.00
2018-08-15,Rs. 48010.00,Rs. 0.00,Rs. 626.00
2018-08-14,Rs. 48095.00,Rs. 0.00,Rs. 630.00
2018-08-13,Rs. 48355.00,Rs. 0.00,Rs. 634.00
2018-08-12,Rs. 48185.00,Rs. 0.00,Rs. 630.00
2018-08-10,Rs. 48185.00,Rs. 0.00,Rs. 630.00
2018-08-09,Rs. 48095.00,Rs. 0.00,Rs. 630.00
2018-08-08,Rs. 48095.00,Rs. 0.00,Rs. 630.00
2018-08-07,Rs. 48095.00,Rs. 0.00,Rs. 630.00
2018-08-06,Rs. 48095.00,Rs. 0.00,Rs. 630.00
2018-08-05,Rs. 48010.00,Rs. 0.00,Rs. 630.00
2018-08-03,Rs. 48010.00,Rs. 0.00,Rs. 630.00
2018-08-02,Rs. 48010.00,Rs. 0.00,Rs. 630.00
2018-08-01,Rs. 48270.00,Rs. 0.00,Rs. 630.00
2018-07-31,Rs. 48270.00,Rs. 0.00,Rs. 630.00
2018-07-30,Rs. 48355.00,Rs. 0.00,Rs. 634.00
2018-07-29,Rs. 48440.00,Rs. 0.00,Rs. 634.00
2018-07-27,Rs. 48440.00,Rs. 0.00,Rs. 634.00
2018-07-26,Rs. 48610.00,Rs. 0.00,Rs. 634.00
2018-07-25,Rs. 48525.00,Rs. 0.00,Rs. 630.00
2018-07-24,Rs. 48525.00,Rs. 0.00,Rs. 630.00
2018-07-23,Rs. 48695.00,Rs. 0.00,Rs. 634.00
2018-07-22,Rs. 48695.00,Rs. 0.00,Rs. 634.00
2018-07-20,Rs. 48440.00,Rs. 0.00,Rs. 635.00
2018-07-19,Rs. 48440.00,Rs. 0.00,Rs. 639.00
2018-07-18,Rs. 48440.00,Rs. 0.00,Rs. 639.00
2018-07-17,Rs. 48870.00,Rs. 0.00,Rs. 643.00
2018-07-16,Rs. 48955.00,Rs. 0.00,Rs. 643.00
2018-07-15,Rs. 48870.00,Rs. 0.00,Rs. 643.00
2018-07-13,Rs. 49040.00,Rs. 0.00,Rs. 647.00
2018-07-12,Rs. 49040.00,Rs. 0.00,Rs. 647.00
2018-07-11,Rs. 49385.00,Rs. 0.00,Rs. 652.00
2018-07-10,Rs. 49640.00,Rs. 0.00,Rs. 656.00
2018-07-09,Rs. 49555.00,Rs. 0.00,Rs. 652.00
2018-07-08,Rs. 49555.00,Rs. 0.00,Rs. 652.00
2018-07-06,Rs. 49555.00,Rs. 0.00,Rs. 652.00
2018-07-05,Rs. 49555.00,Rs. 0.00,Rs. 656.00
2018-07-04,Rs. 49385.00,Rs. 0.00,Rs. 652.00
2018-07-03,Rs. 49040.00,Rs. 0.00,Rs. 647.00
2018-07-02,Rs. 49125.00,Rs. 0.00,Rs. 652.00
2018-07-01,Rs. 49295.00,Rs. 0.00,Rs. 656.00
2018-06-29,Rs. 49295.00,Rs. 0.00,Rs. 656.00
2018-06-28,Rs. 49555.00,Rs. 0.00,Rs. 656.00
2018-06-27,Rs. 49385.00,Rs. 0.00,Rs. 656.00
2018-06-26,Rs. 49470.00,Rs. 0.00,Rs. 660.00
2018-06-25,Rs. 49470.00,Rs. 0.00,Rs. 660.00
2018-06-24,Rs. 49470.00,Rs. 0.00,Rs. 660.00
2018-06-22,Rs. 49470.00,Rs. 0.00,Rs. 656.00
2018-06-21,Rs. 49470.00,Rs. 0.00,Rs. 656.00
2018-06-20,Rs. 49725.00,Rs. 0.00,Rs. 656.00
2018-06-19,Rs. 50070.00,Rs. 0.00,Rs. 664.00
2018-06-18,Rs. 49985.00,Rs. 0.00,Rs. 664.00
2018-06-17,Rs. 50155.00,Rs. 0.00,Rs. 669.00
2018-06-15,Rs. 50585.00,Rs. 0.00,Rs. 686.00
2018-06-14,Rs. 50240.00,Rs. 0.00,Rs. 677.00
2018-06-13,Rs. 50155.00,Rs. 0.00,Rs. 673.00
2018-06-12,Rs. 50155.00,Rs. 0.00,Rs. 673.00
2018-06-11,Rs. 50155.00,Rs. 0.00,Rs. 673.00
2018-06-10,Rs. 50240.00,Rs. 0.00,Rs. 669.00
2018-06-08,Rs. 50070.00,Rs. 0.00,Rs. 664.50
2018-06-07,Rs. 49900.00,Rs. 0.00,Rs. 660.00
2018-06-06,Rs. 49810.00,Rs. 0.00,Rs. 656.00
2018-06-05,Rs. 49725.00,Rs. 0.00,Rs. 652.00
2018-06-04,Rs. 49725.00,Rs. 0.00,Rs. 652.00
2018-06-03,Rs. 49725.00,Rs. 0.00,Rs. 652.00
2018-06-01,Rs. 50070.00,Rs. 0.00,Rs. 656.00
2018-05-31,Rs. 50240.00,Rs. 0.00,Rs. 656.00
2018-05-30,Rs. 50410.00,Rs. 0.00,Rs. 656.00
2018-05-29,Rs. 50325.00,Rs. 0.00,Rs. 660.00
2018-05-28,Rs. 50325.00,Rs. 0.00,Rs. 660.00
2018-05-27,Rs. 50500.00,Rs. 0.00,Rs. 660.00
2018-05-25,Rs. 50755.00,Rs. 0.00,Rs. 669.00
2018-05-24,Rs. 50585.00,Rs. 0.00,Rs. 664.50
2018-05-23,Rs. 50500.00,Rs. 0.00,Rs. 664.00
2018-05-22,Rs. 50240.00,Rs. 0.00,Rs. 660.00
2018-05-21,Rs. 50240.00,Rs. 0.00,Rs. 660.00
2018-05-20,Rs. 50325.00,Rs. 0.00,Rs. 660.00
2018-05-18,Rs. 50070.00,Rs. 0.00,Rs. 656.00
2018-05-17,Rs. 50070.00,Rs. 0.00,Rs. 656.00
2018-05-16,Rs. 50325.00,Rs. 0.00,Rs. 656.00
2018-05-15,Rs. 50755.00,Rs. 0.00,Rs. 660.00
2018-05-14,Rs. 50755.00,Rs. 0.00,Rs. 664.00
2018-05-13,Rs. 50840.00,Rs. 0.00,Rs. 664.00
2018-05-11,Rs. 50755.00,Rs. 0.00,Rs. 664.00
2018-05-10,Rs. 50670.00,Rs. 0.00,Rs. 660.00
2018-05-09,Rs. 50585.00,Rs. 0.00,Rs. 656.00
2018-05-08,Rs. 50585.00,Rs. 0.00,Rs. 656.00
2018-05-07,Rs. 50585.00,Rs. 0.00,Rs. 656.00
2018-05-06,Rs. 50325.00,Rs. 0.00,Rs. 652.00
2018-05-04,Rs. 50155.00,Rs. 0.00,Rs. 647.00
2018-05-03,Rs. 49985.00,Rs. 0.00,Rs. 647.00
2018-05-02,Rs. 50155.00,Rs. 0.00,Rs. 647.00
2018-05-01,Rs. 50155.00,Rs. 0.00,Rs. 643.00
2018-04-29,Rs. 50500.00,Rs. 0.00,Rs. 652.00
2018-04-27,Rs. 50325.00,Rs. 0.00,Rs. 652.00
2018-04-26,Rs. 50585.00,Rs. 0.00,Rs. 656.00
2018-04-25,Rs. 50585.00,Rs. 0.00,Rs. 656.00
2018-04-24,Rs. 50410.00,Rs. 0.00,Rs. 656.00
2018-04-23,Rs. 50585.00,Rs. 0.00,Rs. 669.00
2018-04-22,Rs. 50585.00,Rs. 0.00,Rs. 669.00
2018-04-20,Rs. 50755.00,Rs. 0.00,Rs. 669.00
2018-04-19,Rs. 50840.00,Rs. 0.00,Rs. 669.00
2018-04-18,Rs. 50585.00,Rs. 0.00,Rs. 651.50
2018-04-17,Rs. 50410.00,Rs. 0.00,Rs. 647.00
2018-04-16,Rs. 50410.00,Rs. 0.00,Rs. 647.00
2018-04-15,Rs. 50240.00,Rs. 0.00,Rs. 643.00
2018-04-13,Rs. 50155.00,Rs. 0.00,Rs. 639.00
2018-04-12,Rs. 50500.00,Rs. 0.00,Rs. 643.00
2018-04-11,Rs. 50070.00,Rs. 0.00,Rs. 639.00
2018-04-10,Rs. 49640.00,Rs. 0.00,Rs. 634.00
2018-04-09,Rs. 49640.00,Rs. 0.00,Rs. 634.00
2018-04-08,Rs. 49640.00,Rs. 0.00,Rs. 634.00
2018-04-06,Rs. 49640.00,Rs. 0.00,Rs. 634.00
2018-04-05,Rs. 49555.00,Rs. 0.00,Rs. 630.00
2018-04-04,Rs. 49725.00,Rs. 0.00,Rs. 634.00
2018-04-03,Rs. 49900.00,Rs. 0.00,Rs. 639.00
2018-04-02,Rs. 49640.00,Rs. 0.00,Rs. 639.00
2018-04-01,Rs. 49555.00,Rs. 0.00,Rs. 634.00
2018-03-30,Rs. 49555.00,Rs. 0.00,Rs. 634.00
2018-03-29,Rs. 49725.00,Rs. 0.00,Rs. 634.00
2018-03-28,Rs. 49985.00,Rs. 0.00,Rs. 639.00
2018-03-27,Rs. 50155.00,Rs. 0.00,Rs. 639.00
2018-03-26,Rs. 50155.00,Rs. 0.00,Rs. 639.00
2018-03-25,Rs. 50155.00,Rs. 0.00,Rs. 639.00
2018-03-23,Rs. 49985.00,Rs. 0.00,Rs. 639.00
2018-03-22,Rs. 49640.00,Rs. 0.00,Rs. 639.00
2018-03-21,Rs. 49210.00,Rs. 0.00,Rs. 630.00
2018-03-20,Rs. 49295.00,Rs. 0.00,Rs. 634.00
2018-03-19,Rs. 49040.00,Rs. 0.00,Rs. 630.00
2018-03-18,Rs. 49125.00,Rs. 0.00,Rs. 634.00
2018-03-16,Rs. 49125.00,Rs. 0.00,Rs. 634.00
2018-03-15,Rs. 49470.00,Rs. 0.00,Rs. 639.00
2018-03-14,Rs. 49555.00,Rs. 0.00,Rs. 643.00
